iter	RMSE
193	1.114568217
194	1.114020844
195	1.113750134
196	1.113507126
197	1.113173271
198	1.113006881
199	1.11272896
200	1.112371448
201	1.112011578
202	1.111873518
203	1.111534164
204	1.110996537
205	1.110293212
206	1.109615612
207	1.108901474
208	1.108245902
209	1.107926976
210	1.107604948
211	1.107225688
212	1.106644866
213	1.106524365
214	1.106041044
215	1.105698876
216	1.105408201
217	1.105098064
218	1.104402089
219	1.103894801
220	1.103607887
221	1.102896344
222	1.102409083
223	1.102287054
224	1.101769273
225	1.101387491
226	1.100912861
227	1.100461377
228	1.100084364
229	1.099616983
230	1.099076533
231	1.098726978
232	1.098431192
233	1.097885922
234	1.097381378
235	1.096862182
236	1.096327743
237	1.095975265
238	1.095491276
239	1.09538602
240	1.094758618
241	1.094105037
242	1.09376673
243	1.093656028
244	1.093138404
245	1.092740895
246	1.092184126
247	1.09182323
248	1.091729436
249	1.091375837
250	1.09101609
251	1.090947636
252	1.090526853
253	1.090113918
254	1.089718286
255	1.089357372
256	1.088986925
257	1.088432788
258	1.087668371
259	1.08732734
260	1.086977801
261	1.086733915
262	1.08634453
263	1.086266375
264	1.085860221
265	1.085670532
266	1.085218095
267	1.084764174
268	1.084608394
269	1.084073577
270	1.083726425
271	1.083373587
272	1.082972016
273	1.082568952
274	1.082141638
275	1.081820263
276	1.081665004
277	1.08131181
278	1.080944304
279	1.080657447
280	1.080209526
281	1.079806562
282	1.079240567
283	1.078965155
284	1.078512861
285	1.078205742
286	1.07781829
287	1.077220116
288	1.07694351
289	1.076530542
290	1.07600178
291	1.075558954
292	1.075350267
293	1.074884284
294	1.074606452
295	1.074207835
296	1.073824192
297	1.073670078
298	1.073265112
299	1.073006866
300	1.072686815
301	1.072247805
302	1.071856039
303	1.071360026
304	1.07130982
305	1.071190788
306	1.071153904
307	1.071015961
308	1.070711183
309	1.070463789
310	1.070043254
311	1.069663072
312	1.069489433
313	1.069189525
314	1.068602488
315	1.068112224
316	1.067762244
317	1.067217206
318	1.066795187
319	1.066370015
320	1.065880459
321	1.065517933
322	1.065103428
323	1.064880981
324	1.064276164
325	1.064219647
326	1.063967286
327	1.063461733
328	1.062991574
329	1.062644275
330	1.062205698
331	1.061630217
332	1.061304654
333	1.061036515
334	1.060692719
335	1.060292383
336	1.059921056
337	1.059607075
338	1.059201013
339	1.058941709
340	1.058607712
341	1.058283167
342	1.057848919
343	1.057394114
344	1.057264343
345	1.05686031
346	1.056824578
347	1.056598638
348	1.056228502
349	1.055964342
350	1.05552688
351	1.055446119
352	1.054837715
353	1.054591975
354	1.054016483
355	1.053651505
356	1.053614014
357	1.053220918
358	1.052718383
359	1.052328875
360	1.051936074
361	1.05159194
362	1.051402317
363	1.050984257
364	1.050707263
365	1.050671752
366	1.050302697
367	1.049944038
368	1.049769819
369	1.049409138
370	1.049103384
371	1.048730932
372	1.048509558
373	1.048116598
374	1.048034595
375	1.04769726
376	1.047245453
377	1.046903661
378	1.04649819
379	1.046440808
380	1.046017835
381	1.045764857
382	1.045461299
383	1.045026522
384	1.044876785
385	1.044844156
386	1.0445184
387	1.044248827
388	1.044064184
389	1.043612269
390	1.043305768
391	1.043027392
392	1.042503863
393	1.042184586
394	1.041947126
395	1.041470593
396	1.041056446
397	1.040786689
398	1.040306962
399	1.0398996
400	1.039867867
401	1.039438031
402	1.039152491
403	1.03886563
404	1.038576073
405	1.038320308
406	1.037873515
407	1.037839449
408	1.037453711
409	1.037228465
410	1.037018337
411	1.036987079
412	1.036802625
413	1.036363835
414	1.036207244
415	1.035906181
416	1.035532551
417	1.035474597
418	1.035273498
419	1.035172392
420	1.034969824
421	1.034937322
422	1.034521676
423	1.034168722
424	1.033807681
425	1.033779718
426	1.033147913
427	1.033086616
428	1.032808755
429	1.032577485
430	1.032147007
431	1.031661827
432	1.031304687
433	1.031178143
434	1.030886707
435	1.030542194
436	1.030270085
437	1.029903863
438	1.02961929
439	1.029307782
440	1.028931732
441	1.028573895
442	1.028343219
443	1.027824543
444	1.027650239
445	1.027374393
446	1.026988653
447	1.02677626
448	1.026461406
449	1.026086684
450	1.025808022
451	1.025755545
452	1.025481647
453	1.025181351
454	1.02514556
455	1.024699776
456	1.024316459
457	1.024270606
458	1.024043667
459	1.023677808
460	1.023304586
461	1.02327694
462	1.022965789
463	1.022744658
464	1.022712887
465	1.022411291
466	1.021880445
467	1.021607136
468	1.021279956
469	1.020838666
470	1.020388065
471	1.020112568
472	1.019758235
473	1.019350523
474	1.019319177
475	1.019013966
476	1.018732034
477	1.018470347
478	1.018224165
479	1.017896134
480	1.017594749
481	1.017339062
482	1.016991768
483	1.016808275
484	1.016554451
485	1.016229786
486	1.01584627
487	1.015551656
488	1.015222587
489	1.014855369
490	1.014427933
491	1.014397879
492	1.014029876
493	1.013721758
494	1.013579313
495	1.013363516
496	1.0129487
497	1.01272743
498	1.012480689
499	1.01230552
500	1.012034976
501	1.011633583
502	1.011424088
503	1.011044421
504	1.011018586
505	1.010990444
506	1.010963737
507	1.010574134
508	1.010523806
509	1.010427642
510	1.01014596
511	1.009809374
512	1.009613819
513	1.009234957
514	1.00891974
515	1.008447569
516	1.008081244
517	1.007816011
518	1.007789334
519	1.007496543
520	1.00747332
521	1.00735806
522	1.007136209
523	1.006972784
524	1.006743309
525	1.006299192
526	1.005998437
527	1.005758883
528	1.005721439
529	1.005698928
530	1.005402361
531	1.005053106
532	1.004703981
533	1.00420936
534	1.004042127
535	1.004015332
536	1.003520227
537	1.003042803
538	1.00273188
539	1.00271153
540	1.002219292
541	1.001936489
542	1.001547911
543	1.00124998
544	1.000779258
545	1.000425194
546	0.999977805
547	0.9997249034
548	0.9993670073
549	0.9991229636
550	0.9989575787
551	0.9989365056
552	0.998650211
553	0.9983362116
554	0.9980525791
555	0.997941739
556	0.9977226655
557	0.9973589938
558	0.9971763741
559	0.9968399306
560	0.9964593856
561	0.9962800683
562	0.9961011414
563	0.9960788293
564	0.995733676
565	0.9954085648
566	0.9951919515
567	0.9949679718
568	0.994863006
569	0.9945597357
570	0.9941525854
571	0.9936489712
572	0.9932551012
573	0.9928454264
574	0.9926992042
575	0.9923737605
576	0.9920460476
577	0.991736009
578	0.9917162353
579	0.9916746231
580	0.9913735036
581	0.9913542773
582	0.9913298978
583	0.9910994473
584	0.9905989594
585	0.9905785923
586	0.9905541532
587	0.9903220984
588	0.9900637462
589	0.989695508
590	0.989370325
591	0.9890807719
592	0.9888157473
593	0.9887900992
594	0.9887731659
595	0.9885669441
596	0.9885431651
597	0.9882376914
598	0.9878582852
599	0.9878216624
600	0.9878034929
601	0.9875038258
602	0.9871293637
603	0.9867741445
604	0.9864509802
605	0.9863551855
606	0.986114137
607	0.9860961327
608	0.9860568707
609	0.9858178031
610	0.9854768821
611	0.9853105664
612	0.9849444572
613	0.9847620692
614	0.9844964494
615	0.9841105394
616	0.9838154954
617	0.9836049947
618	0.9833239659
619	0.983049355
620	0.9827361641
621	0.9824259942
622	0.9821131363
623	0.9817795573
624	0.981758936
625	0.9813636048
626	0.9809859181
627	0.9805929511
628	0.9805669495
629	0.9802712831
630	0.9801334923
631	0.9799238546
632	0.9798844092
633	0.9794655444
634	0.9791493172
635	0.978969464
636	0.9789422589
637	0.9787811318
638	0.9785193893
639	0.9781619831
640	0.9779003418
641	0.9778756383
642	0.9778386821
643	0.9773568171
644	0.9770492515
645	0.9770101007
646	0.9767441492
647	0.9767283555
648	0.9763934322
649	0.976244466
650	0.9759764587
651	0.975649231
652	0.975413028
653	0.9751475863
654	0.9748763442
655	0.9745668391
656	0.9743690448
657	0.9740003437
658	0.9737874135
659	0.9737220061
660	0.9732902609
661	0.9732692506
662	0.9730334815
663	0.9727729686
664	0.9725045403
665	0.9721934209
666	0.9721716528
667	0.9719791822
668	0.9719600982
669	0.9718961251
670	0.9715545215
671	0.9712917489
672	0.9709766672
673	0.9708110438
674	0.9707913474
675	0.9704549371
676	0.9702100065
677	0.9699445415
678	0.9697868802
679	0.9694702041
680	0.9691981556
681	0.9689793785
682	0.9689576771
683	0.9686508381
684	0.9684651059
685	0.96831643
686	0.9681285136
687	0.9681135519
688	0.9678370522
689	0.9675535975
690	0.9673507767
691	0.9672519373
692	0.9670807761
693	0.9670635812
694	0.9670475826
695	0.9670188039
696	0.9667179978
697	0.9663882351
698	0.9660857104
699	0.9658379756
700	0.9655707327
701	0.9654599615
702	0.9654288425
703	0.965042906
704	0.9649755338
705	0.9646743428
706	0.964404377
707	0.9641113664
708	0.9638355557
709	0.9638135576
710	0.963575507
711	0.9631883178
712	0.9628829802
713	0.962861566
714	0.9625592204
715	0.9623547137
716	0.9620683827
717	0.9617686925
718	0.9616985156
719	0.961334069
720	0.9611651055
721	0.9609662673
722	0.9607347996
723	0.9605429533
724	0.9604189246
725	0.9603966657
726	0.9600968885
727	0.9597332317
728	0.959289592
729	0.9590200841
730	0.9587825778
731	0.9584127553
732	0.958051015
733	0.9578778046
734	0.9575922635
735	0.9573014933
736	0.9570399952
737	0.956966479
738	0.9568541075
739	0.9565703389
740	0.956549215
741	0.9562048149
742	0.9560355589
743	0.9558103278
744	0.9557542166
745	0.9556114854
746	0.9555427614
747	0.9553089567
748	0.9550478848
749	0.9547723239
750	0.9544179829
751	0.9540878346
752	0.9538831425
753	0.9536351776
754	0.9535959905
755	0.9535745311
756	0.9533349993
757	0.9533223073
758	0.9531015867
759	0.9528168093
760	0.9525173241
761	0.9524863058
762	0.9521719951
763	0.9520985029
764	0.951906676
765	0.9516586091
766	0.9513694545
767	0.9509585197
768	0.9509398227
769	0.9509221257
770	0.9505557879
771	0.950153135
772	0.9500371899
773	0.9496856685
774	0.9494796555
775	0.9491147856
776	0.948947398
777	0.9485655639
778	0.9482398532
779	0.9479963268
780	0.9479783749
781	0.9476049156
782	0.9474494365
783	0.9472239795
784	0.9471911493
785	0.9471609189
786	0.9469222985
787	0.9466243927
788	0.9463405042
789	0.9461665079
790	0.9459029747
791	0.9457705508
792	0.9456075442
793	0.9452565438
794	0.944993466
795	0.9449734639
796	0.9449547219
797	0.9447804322
798	0.9444498944
799	0.9441692494
800	0.9438872393
801	0.9436481114
802	0.9433057672
803	0.9431185041
804	0.9431015125
805	0.9427696116
806	0.9426356349
807	0.9424629073
808	0.9424469514
809	0.9424341646
810	0.9421487988
811	0.9418950619
812	0.941885365
813	0.9414780095
814	0.9410964553
815	0.9407850483
816	0.9405499701
817	0.9402047822
818	0.9398710013
819	0.9398467968
820	0.939653939
821	0.9395475952
822	0.9393305544
823	0.9389155472
824	0.9384966269
825	0.9382410456
826	0.9378874532
827	0.937773456
828	0.9375063546
829	0.9373790155
830	0.9371717781
831	0.936987109
832	0.9366611175
833	0.9365107747
834	0.9362519293
835	0.9359347479
836	0.9356974498
837	0.9355583711
838	0.9352811565
839	0.9348844884
840	0.9346762753
841	0.9344781278
842	0.9341569241
843	0.9339297977
844	0.933708302
845	0.93334529
846	0.9331605657
847	0.9329774281
848	0.9329604736
849	0.9325159482
850	0.9324191353
851	0.9321306026
852	0.9318003771
853	0.931787641
854	0.9314999111
855	0.9312894352
856	0.9310864844
857	0.9310569957
858	0.930806966
859	0.9305280594
860	0.9301945681
861	0.9301782273
862	0.9300555796
863	0.9297099512
864	0.9293679921
865	0.929171206
866	0.928764456
867	0.9286678118
868	0.9285776073
869	0.9285612533
870	0.9283839235
871	0.9281500991
872	0.9277830639
873	0.9275706158
874	0.9274151794
875	0.9271574356
876	0.9270072086
877	0.9266742967
878	0.9263919044
879	0.9260628058
880	0.9257769464
881	0.9257623782
882	0.9255014591
883	0.9252750831
884	0.925139685
885	0.9249805419
886	0.924608688
887	0.9245952487
888	0.9241046154
889	0.923810016
890	0.9236947105
891	0.923604768
892	0.9234234646
893	0.9230861605
894	0.922730982
895	0.9224803277
896	0.9222136095
897	0.922020869
898	0.9217968944
899	0.9214654862
900	0.9214475231
901	0.9214209357
902	0.9212361093
903	0.921046683
904	0.9208600179
905	0.9206092684
906	0.9202623756
907	0.9200787973
908	0.9198193639
909	0.9194216033
910	0.9192211501
911	0.9190353079
912	0.918739471
913	0.9187100855
914	0.9186829992
915	0.9183981637
916	0.9181610293
917	0.9178012999
918	0.9176380056
919	0.9173949972
920	0.9171683841
921	0.9169147265
922	0.9168995036
923	0.9165832705
924	0.9165696621
925	0.9162692777
926	0.9161078549
927	0.9160459488
928	0.9160341199
929	0.9156423347
930	0.9154979926
931	0.9153660418
932	0.9150679531
933	0.9147397499
934	0.9145677989
935	0.9142540286
936	0.9140934821
937	0.9138427012
938	0.9136210825
939	0.9133492882
940	0.9131602215
941	0.9131460967
942	0.9131330535
943	0.9130056377
944	0.9127901519
945	0.9127766434
946	0.9127636132
947	0.9125026743
948	0.9123114344
949	0.9118683708
950	0.9116105631
951	0.9113546387
952	0.9111920992
953	0.9111769271
954	0.9110497012
955	0.9109553311
956	0.9107796195
957	0.9107682544
958	0.9105230809
959	0.9101744555
960	0.9101656787
961	0.9101554504
962	0.9100885789
963	0.9097354046
964	0.9097219508
965	0.9097095251
966	0.9094501323
967	0.9092895022
968	0.9092614582
969	0.9090030687
970	0.9089388188
971	0.9085750759
972	0.9085509459
973	0.9083710278
974	0.908054367
975	0.9077986408
976	0.9075480812
977	0.9074472695
978	0.9069796933
979	0.9068834004
980	0.9065881955
981	0.9064292661
982	0.9062880755
983	0.9059600083
984	0.9057078349
985	0.9054939466
986	0.9054839379
987	0.9054748789
988	0.9052431052
989	0.9050975961
990	0.9049739929
991	0.9047650112
992	0.9046093456
993	0.9045835854
994	0.9044167375
995	0.9042637039
996	0.9040498324
997	0.9038083039
998	0.903559556
999	0.9032631425
